Unit_Name,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,Tower,Total_Facilities,Currency,Annual_Price
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,73,Tower Aurora,22,IDR,85000000
Green Bay Pluit Apartment 2BR Fully Furnished,2,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,42,Tower G,24,IDR,43000000
The H Residences 1BR View city,1,1,MT Haryono,Jakarta Timur,106.872311,-6.245309,1,42,Tower H Residence Apartment,22,IDR,91000000
Taman Sari Semanggi Apartment 1BR Fully Furnished,1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,50,Tower B,23,IDR,102000000
Pavilion Apartment 3BR Tower 2,3,3,Sudirman,Jakarta Pusat,106.818167,-6.20742,1,140,Tower 2,22,IDR,228000000
Royal Mediterania Garden Residence 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,53,Tower Marigold,20,IDR,85000000
Signature Park Grande 2BR Fully Furnished,2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,52,Tower The Green,19,IDR,78000000
1 Park Residences 3BR Fully Furnished,3,2,Gandaria,Jakarta Selatan,106.788904,-6.24568,1,138,Tower C,24,USD,31200
Taman Rasuna Apartment 3+1BR View City,3,2,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,90,Tower 12,23,IDR,152000000
The Mansion Kemayoran Bougenville 1BR Tower Gloria,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,29,Tower Gloria,22,IDR,60000000
Sky Terrace Apartment 2BR Tower Sanur,2,1,Daan Mogot,Jakarta Barat,106.712876,-6.151427,1,35,Tower Sanur,20,IDR,70400000
Sudirman Tower Condominium (Aryaduta Suites Semanggi) 3BR Fully Furnished,3,2,Sudirman,Jakarta Selatan,106.816086,-6.220197,1,90,Tower A,22,IDR,184800000
Intermark BSD Tuscany Residence 1BR Fully Furnished,1,1,BSD City,Tangerang,106.6895,-6.3093,1,38,Tower 1,15,IDR,90000000
Sky Terrace Apartment 2BR Fully Furnished,2,2,Daan Mogot,Jakarta Barat,106.712876,-6.151427,1,90,Tower P,20,IDR,79000000
Sahid Sudirman Residence 2BR Fully Furnished,2,2,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,69,Tower 1,24,IDR,251100000
Aston Rasuna Apartment 3BR View City,3,2,Kuningan,Jakarta Selatan,106.836684,-6.219637,1,98,Tower -,24,IDR,187600000
Residence 8 Senopati 3BR Fully Furnished,3,2,Senopati,Jakarta Selatan,106.806005,-6.228974,1,170,Tower 1,23,IDR,405000000
Gading Icon Apartment Studio Fully Furnished,0,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,21,Tower a,20,IDR,22000000
Casa Grande Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,105,Tower Mirage,24,IDR,300000000
Signature Park Grande 1BR Fully Furnished,1,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,35.24,Tower tower light,20,IDR,67000000
Hamptons Park Apartment 2BR View City (Selatan),2,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,92,Tower C,24,IDR,243000000
Kalibata City Green Palace 3BR Tower Palem,3,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,52,Tower Palem,23,IDR,72000000
Gading Resort Residence 3BR Fully Furnished,3,2,Kelapa Gading,Jakarta Utara,106.893772,-6.151886,1,103,Tower D,19,IDR,120000000
Kuningan City (Denpasar Residence) 2BR Tower Ubud,2,2,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,83,Tower Ubud,24,IDR,216000000
Vittoria Residence 2BR View City,2,1,Daan Mogot,Jakarta Barat,106.7354,-6.1557,0,32,Tower B,4,IDR,40000000
Sudirman Park Apartment 2BR View City,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48,Tower B,23,IDR,96000000
Royal Olive Residence 3BR Fully Furnished,3,2,Pejaten,Jakarta Selatan,106.830173,-6.276866,1,79,Tower 7A,22,IDR,144000000
Aspen Residence Apartment 2BR Fully Furnished,2,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,54,Tower B,22,IDR,100000000
Bassura City Apartment 3BR Tower Geranium,3,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,45,Tower Geranium,20,IDR,80000000
The Mansion Kemayoran Jasmine 2BR View Golf,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,73,Tower Aurora,20,IDR,85000000
U Residence Karawaci 2BR Fully Furnished,2,1,Karawaci,Tangerang,106.607673,-6.228493,1,120,Tower 2,21,IDR,130000000
Menteng Park Studio Fully Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,Tower Diamond,22,IDR,108000000
Sudirman Park Apartment 2BR Tower B,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48,Tower B,24,IDR,95000000
Skyline Paramount Serpong 1BR Tower A,1,1,Gading Serpong,Tangerang,106.624934,-6.244425,1,42,Tower A,8,IDR,55000000
Menteng Park 1BR Fully Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,32,Tower Diamond,22,IDR,90000000
Grand Setiabudi Apartment 2BR Tower 1,2,1,Bandung,Bandung,107.5971,-6.8745,1,0,Tower 1,15,IDR,324000000
MOI City Home 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45,Tower Manhattan Bay,22,IDR,63000000
Aspen Residence Apartment 2BR Fully Furnished,2,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,54,Tower B,21,IDR,98000000
Puri Casablanca Apartment  2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.834236,-6.225832,1,93,Tower C,24,IDR,168000000
Poins Square Apartment 3BR View Pool,3,2,Lebak Bulus,Jakarta Selatan,106.77816,-6.289954,1,126,Tower A,23,IDR,108000000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,39,Tower South,20,IDR,60000000
Puri Mansion  Studio View Pool,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,26,Tower Amethyst,13,IDR,42000000
St. Moritz 3BR,3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,150,Tower The New Ambassador,18,IDR,225000000
Kemang Village 2BR,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,95,Tower Intercon,16,IDR,204000000
Wijaya Executive Mansion 3BR Tower I,3,3,Kebayoran Baru,Jakarta Selatan,106.802086,-6.248923,1,200,Tower I,20,IDR,296400000
Kuningan City (Denpasar Residence) 1BR View city,1,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,60,Tower Kintamani,24,IDR,138000000
The Bellagio Residence 2BR Fully Furnished,2,2,Kuningan,Jakarta Selatan,106.824194,-6.227334,1,83,Tower A,24,IDR,180000000
Residence 8 Senopati 1BR View City (Timur),1,1,Senopati,Jakarta Selatan,106.806005,-6.228974,1,76,Tower 3,23,IDR,274000000
Signature Park Grande Studio Non Furnished,0,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,0,25,Tower E,14,IDR,60000000
Puri Orchard Apartment Studio Tower CH,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower CH,19,IDR,37000000
The Mansion Kemayoran Bougenville 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,62,Tower Emerlad,22,IDR,80000000
Season City Apartment Studio Tower B,0,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,31,Tower B,19,IDR,31000000
Ancol Mansion Apartment Studio Tower Pacific ocean,0,1,Ancol,Jakarta Utara,106.845853,-6.122102,1,50,Tower Pacific ocean,23,IDR,43000000
Bassura City Apartment 2BR View City,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,35,Tower H,21,IDR,50000000
Menteng Park Studio View City,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,Tower Diamond,22,IDR,69000000
Puri Casablanca Apartment 3BR View City (Kota Casablanca),3,2,Casablanca,Jakarta Selatan,106.834236,-6.225832,1,110,Tower A,23,IDR,218400000
Grand Kamala Lagoon Apartment Studio Fully Furnished,0,1,Pekayon,Bekasi,106.9791,-6.2507,1,26,Tower North,16,IDR,40000000
Maqna Residence 3BR Semi Furnished,3,3,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,138.8,Tower Ruby,15,IDR,130000000
Modernland Golf Apartment 1BR Fully Furnished,1,1,Cikokol,Tangerang,106.639601,-6.198159,1,22,Tower Blue,17,IDR,22000000
Taman Sari Semanggi Apartment 2BR Fully Furnished,2,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,82,Tower B,23,IDR,156000000
Elpis Residences Apartment Studio Fully Furnished,0,1,Gunung Sahari,Jakarta Pusat,106.836638,-6.148474,1,23,Tower A,20,IDR,55000000
Kuningan City 2BR,2,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,60,Tower Kintamani,15,IDR,192000000
Puri Mansion 3BR,3,2,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,63,Tower Amethyst,8,IDR,65000000
The Mansion Kemayoran Bougenville 1BR Tower fontana,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,52,Tower Fontana,19,IDR,60000000
Ascott Waterplace Residence 2BR View Barat,2,1,Pakuwon City,Surabaya,112.6726,-7.2926,1,56,Tower A,18,IDR,45000000
Puri Park View Apartment 2BR View City,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower AA,21,IDR,40000000
Taman Anggrek Condominium Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 1,24,IDR,135000000
Kota Ayodhya Apartment 3BR Tower Coral,3,2,Cikokol,Tangerang,106.629106,-6.199893,0,64,Tower Coral,19,IDR,18000000
Puri Mansion  Studio Fully Furnished,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,26,Tower Crystal,14,IDR,45000000
Pancoran Riverside Apartment 1BR Fully Furnished,1,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,36,Tower 3,23,IDR,46000000
Casa Grande Apartment 2BR Fully Furnished,2,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,76,Tower Mirage,24,IDR,204000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Chrysant,23,IDR,45000000
Taman Sari Sudirman Studio Fully Furnished,0,1,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,29,Tower b,21,IDR,60000000
Puri Park View Apartment 2BR Tower C,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,36,Tower C,22,IDR,39500000
Gading Nias Apartment Studio Fully Furnished,0,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,1,21,Tower Grand Emerald,20,IDR,36000000
Ancol Mansion Apartment 2BR Non Furnished,2,2,Ancol,Jakarta Utara,106.845853,-6.122102,0,132,Tower AO,18,IDR,100000000
MOI City Home 2BR Tower Manhattan Bay,2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45,Tower Manhattan Bay,22,IDR,63000000
Metro Park Residence 3BR View City (Utara),3,2,Kedoya,Jakarta Barat,106.757651,-6.186415,0,88,Tower Manhattan,17,IDR,73500000
ST Moritz Apartment 2BR Tower new royal,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84,Tower New Royal,23,IDR,150000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Magnolia,20,IDR,50100000
Maqna Residence 3+1BR Non Furnished,3,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,140,Tower -,9,IDR,120000000
Belmont Residence 1BR Fully Furnished,1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,32,Tower Athena,15,IDR,48800000
Thamrin Residence Apartment 2BR Tower Edelweiss,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,60,Tower Edelweiss,24,IDR,108000000
Kalibata City Green Palace 2BR Fully Furnished,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,36,Tower Lotus,23,IDR,54150000
Casablanca East Residence 2BR Tower Casa B,2,1,Pondok Bambu,Jakarta Timur,106.89933,-6.224079,0,42,Tower Casa B,19,IDR,33600000
The Mansion Kemayoran Bougenville Studio View City,0,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,51,Tower Fontana,18,IDR,66000000
Menteng Park 2BR Diamond Full Furnished,2,2,Menteng,Jakarta Pusat,106.838463,-6.191791,1,72,Tower Diamond,16,IDR,198000000
Madison Park 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,29,Tower -,21,IDR,60000000
Cosmo Mansion - Thamrin City 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,63,Tower Cosmo Residence,21,IDR,90000000
Casa Grande Apartment 2BR Tower Montana,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,78,Tower Montana,24,IDR,288000000
Permata Senayan Apartment 2BR Tower 1,2,1,Senayan,Jakarta Pusat,106.791301,-6.221632,1,80,Tower 1,22,IDR,120000000
Kalibata City Green Palace 2BR Fully Furnished,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,33,Tower Palem,22,IDR,59500000
Casa De Parco Apartment Studio Fully Furnished,0,1,BSD City,Tangerang,106.652113,-6.3064,1,28,Tower Orcidea,20,IDR,39000000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,73,Tower belavista,22,IDR,95000000
Batavia Apartment 1BR Fully Furnished,1,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,55,Tower 2,23,IDR,102000000
GP Plaza Apartment Studio Tower,0,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,24,Tower -,23,IDR,72000000
Kalibata City Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Borneo,20,IDR,37700000
Casablanca Apartment 1BR Tower 1,1,1,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,86,Tower 1,24,IDR,156000000
Kebagusan City Apartment Studio View city,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,60,Tower Tower c,22,IDR,60000000
Kalibata City Apartment 2BR Tower Sakura,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Sakura,20,IDR,47450000
The Mansion Kemayoran Bougenville 1BR View Pool,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,33,Tower Emerald,22,IDR,46000000
Lexington Residence 2BR Tower The tower,2,2,Bintaro,Jakarta Selatan,106.767022,-6.273588,1,88,Tower The tower,21,IDR,180000000
Bassura City Apartment 2BR Tower A,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,36,Tower A,19,IDR,57000000
M-Town Residence Serpong 1BR Fully Furnished,1,1,Serpong,Tangerang,106.632866,-6.242534,1,23,Tower Carmel,18,IDR,26000000
Northland Ancol Residence 2BR Tower 1,2,1,Ancol,Jakarta Utara,106.839363,-6.129877,1,41,Tower 1,21,IDR,50000000
Thamrin Residence Apartment 2BR Tower Bougenville,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65,Tower Bougenville,23,IDR,140000000
Puri Orchard Apartment Studio Fully Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26,Tower Orange Groove,20,IDR,35000000
CBD Pluit Apartment 3BR Fully Furnished,3,2,Pluit,Jakarta Utara,106.789408,-6.127298,1,72,Tower Papyrus,21,IDR,99000000
Puri Park View Apartment 2BR Tower AAB,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,42,Tower AAB,21,IDR,42000000
Northland Ancol Residence 2BR View Sea Ancol,2,1,Ancol,Jakarta Utara,106.839363,-6.129877,1,41,Tower Northland,18,IDR,38000000
Ciputra World 2 Apartment Studio Fully Furnished,0,1,Kuningan,Jakarta Selatan,106.820139,-6.221259,1,60,Tower Suite,22,IDR,140000000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower G,19,IDR,54000000
Apartment for Rent!!! Hampton Park 2BR,2,1,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,56,Tower A,18,IDR,120000000
Puri Orchard Apartment 1BR Tower A,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower A,20,IDR,55000000
The Wave Apartment 1BR Tower Sand,1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,40,Tower Sand,21,IDR,96000000
Ancol Mansion Apartment 1BR View Pool,1,1,Ancol,Jakarta Utara,106.845853,-6.122102,0,66,Tower AO,21,IDR,90000000
Ancol Mansion Apartment Studio Fully Furnished,1,1,Ancol,Jakarta Utara,106.845853,-6.122102,1,66,Tower PO,23,IDR,81200000
Royal Mediterania Garden Residence 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,53,Tower Lavender,20,IDR,100000000
Bassura City Apartment 2+1BR Tower Dahlia,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,45,Tower Dahlia,20,IDR,60000000
The Grove Apartment 2BR View City,2,3,Kuningan,Jakarta Selatan,106.834698,-6.217791,1,86,Tower Empyreal,22,IDR,192000000
19 Avenue Apartment 1BR Tower A,1,1,Daan Mogot,Tangerang,106.6809,-6.1615,1,21,Tower A,12,IDR,29000000
ST Moritz Apartment 2BR View City (Utara),2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,82,Tower Royal Suite,24,IDR,150000000
Pakubuwono Residence 2BR View City (Timur),2,2,Pakubuwono,Jakarta Selatan,106.78608,-6.236956,1,202,Tower Basswood,24,USD,39600
Puri Orchard Apartment Studio Fully Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26,Tower Orange groove,20,IDR,36000000
Aspen Residence Apartment 3BR Fully Furnished,3,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,84,Tower B,22,IDR,192000000
The Boutique At Kemayoran 2BR View City (Selatan),2,1,Kemayoran,Jakarta Pusat,106.852251,-6.158357,1,55,Tower 1,22,IDR,60000000
Season City Apartment 1BR Fully Furnished,0,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,31,Tower C,20,IDR,35000000
Condominium Green Bay Pluit SeaView 2BR Fully Furnished,2,2,Pluit,Jakarta Utara,106.779326,-6.107877,1,76,Tower K,22,IDR,75000000
1 Park Residences 2BR,2,2,Gandaria,Jakarta Selatan,106.788904,-6.24568,1,94,Tower C,18,IDR,216000000
Mediterania Garden Residence 2 2BR Non Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,0,42,Tower H,17,IDR,37000000
Season City Apartment 2BR Semi Furnished,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,0,45,Tower A,17,IDR,40000000
Sudirman Park Apartment 2BR Tower B,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48,Tower B,24,IDR,84000000
ST Moritz Apartment 3BR Fully Furnished,3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,112,Tower Royal,24,IDR,150000000
Bassura City Apartment Studio Tower Dahlia,0,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,21,Tower Dahlia,19,IDR,38000000
Kemang Village 2BR,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,89,Tower Empire,13,IDR,180000000
The Mansion Kemayoran Bougenville 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,70,Tower Aurora,22,IDR,84000000
Springhill Terrace Residence Studio Fully Furnished,0,1,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,33,Tower OakWood,13,IDR,60000000
Westmark Apartment 1BR View City,1,1,Tanjung Duren,Jakarta Barat,106.793682,-6.180334,1,37,Tower 1,20,IDR,60000000
Taman Anggrek Residence 3BR Tower Fragrant,3,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65,Tower Fragrant,14,IDR,110000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower Cedar heights,20,IDR,45000000
Taman Melati Margonda Apartment Studio Fully Furnished,0,1,Margonda,Depok,106.832472,-6.360354,1,22,Tower -,14,IDR,42000000
Mediterania Garden Residence 1 2BR Semi Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,0,35,Tower B,20,IDR,39000000
Kota Ayodhya Apartment 2BR Non Furnished,2,1,Cikokol,Tangerang,106.629106,-6.199893,0,38.45,Tower Jade,18,IDR,27000000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower A,19,IDR,60000000
Essence Darmawangsa Apartment 2+1BR Fully Furnished,2,3,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,134,Tower East,22,IDR,360000000
Casa Grande Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,84,Tower Montana,23,IDR,264000000
Permata Eksekutif Apartment 1BR View Kolam Renang,1,1,Pos Pengumben,Jakarta Barat,106.765123,-6.216423,1,47,Tower 2,18,IDR,37500000
Green Pramuka City Apartment 2BR View City,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Orchid,21,IDR,60000000
Kuningan City (Denpasar Residence) 1BR View City,1,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,48,Tower Ubud,24,IDR,144000000
Callia Apartment 2BR Fully Furnished,2,2,Kelapa Gading,Jakarta Timur,106.89321,-6.175884,1,86,Tower Callia,18,IDR,83000000
Ambassador 1 Apartment 3BR Fully Furnished,3,2,Kuningan,Jakarta Selatan,106.828211,-6.223742,1,135,Tower 1,19,IDR,180000000
Mediterania Garden Residence 1 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40,Tower D,21,IDR,47000000
Menteng Park Studio Fully Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,Tower Diamond,21,IDR,87400000
Royal Mediterania Garden Residence 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,42,Tower L,18,IDR,75000000
Grand Palace Kemayoran 3BR Fully Furnished,3,2,Kemayoran,Jakarta Pusat,106.85355,-6.159931,1,62,Tower b,21,IDR,65000000
Red Top Apartment 2BR View City (Selatan),2,2,Pecenongan,Jakarta Pusat,106.827032,-6.164002,1,98,Tower 1,24,IDR,80000000
Casa Grande Apartment 2BR Tower Angelo,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,74,Tower Angelo,24,IDR,200000000
Green Bay Pluit Apartment 2BR Fully Furnished,2,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,38,Tower H,22,IDR,52000000
Green Park View Apartment Studio Non Furnished,0,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,0,23,Tower G,14,IDR,19000000
Madison Park Studio View Timur,0,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,19,Tower A,18,IDR,38000000
Essence Darmawangsa Apartment 3+1BR Fully Furnished,3,4,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,168,Tower Eminence 1,22,IDR,336000000
The Mansion Kemayoran Bougenville 1BR Semi Furnished,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,29,Tower Emerald,19,IDR,35000000
Capitol Park Studio Fully Furnished,0,1,Salemba,Jakarta Pusat,106.850444,-6.1973,1,19,Tower Saphire,20,IDR,65000000
The Mansion Kemang 1BR Fully Furnished,1,1,Kemang,Jakarta Selatan,106.810318,-6.255134,1,87,Tower South,22,IDR,132000000
Menteng Square Apartment 1BR View Thamrin,1,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,30,Tower A,20,IDR,45000000
Puri Park View Apartment Studio View swimming pool,0,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,25,Tower BB,20,IDR,32400000
1 Park Residences 2BR Fully Furnished,2,2,Gandaria,Jakarta Selatan,106.788904,-6.24568,1,91,Tower -,24,USD,16200
Kuningan Place Apartment 2BR Fully Furnished,2,2,Kuningan,Jakarta Selatan,106.835352,-6.212898,1,75,Tower Ultima,23,IDR,168000000
ST Moritz Apartment 2BR View City,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84,Tower -,24,IDR,128750000
Mediterania Garden Residence 1 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40,Tower A,21,IDR,42000000
